Gender,Height,Weight,Obesity,Workout
Male,68.87477596,168.3590349,2.444422251,0
Male,66.7430038,170.6623324,2.557007067,0
Male,61.67540676,144.7630128,2.347175647,0
Male,63.33122659,138.1475931,2.181350346,0
Male,64.9149323,148.9069051,2.293877538,0
Male,72.96316116,204.1810963,2.798413516,0
Male,70.07429648,205.3879099,2.931002097,1
Male,66.01495833,169.0990384,2.561526095,0
Male,66.68375106,174.5713344,2.617899138,0
Male,62.40153352,144.545057,2.31637027,0
Male,69.58728008,194.4983558,2.795027418,0
Male,73.08489422,230.6787782,3.156312678,1
Male,70.64894078,193.5198549,2.739175602,0
Male,72.37206573,199.3762346,2.754878316,0
Male,69.26342881,178.3541245,2.575011482,0
Male,66.20571522,167.6296598,2.531951498,0
Male,64.60280743,149.9377126,2.320916359,0
Male,68.3685971,164.9033283,2.411974727,0
Male,68.89078389,192.4386869,2.793387969,0
Male,65.05530355,174.3557521,2.68011588,0
Male,71.53605608,207.1995594,2.896435318,1
Male,73.05977858,196.0591694,2.683544533,0
Male,65.33533475,154.1150561,2.358831659,0
Male,69.79845688,181.418074,2.59917027,0
Male,71.89871242,203.4587668,2.829797084,1
Male,69.89303775,194.5328192,2.783293236,0
Male,69.26029154,197.4117818,2.850288057,1
Male,68.57092912,192.6067167,2.808868411,1
Male,74.15306451,212.2763278,2.86267775,1
Male,67.50296648,189.0065686,2.79997426,0
Male,72.79348627,217.1632825,2.983279048,1
Male,68.90949129,184.6155357,2.679101706,0
Male,68.72052925,195.6701715,2.847332138,1
Male,68.31234188,169.7808397,2.485361138,0
Male,61.0744871,122.6801118,2.008696554,0
Male,69.57359157,165.7847424,2.382868825,0
Male,71.16501786,198.7115194,2.792264028,0
Male,71.76882246,182.0722418,2.536926698,0
Male,68.16192501,170.4761269,2.50104625,0
Male,64.89042521,157.2492892,2.423304959,0
Male,66.47328059,176.6005297,2.656714519,0
Male,67.17293183,165.0262845,2.456737855,0
Male,62.56214148,164.0519828,2.622224542,0
Male,70.04970229,176.5893792,2.520915485,0
Male,69.32618896,177.3635878,2.558392297,0
Male,65.60017843,146.3343794,2.230700936,0
Male,69.0775775,188.259135,2.725329141,0
Male,64.87257058,162.3102783,2.50198623,0
Male,70.70409374,202.9105993,2.869856447,1
Male,63.74472687,146.1592111,2.292883165,0
Male,66.10603795,170.2623061,2.57559387,0
Male,64.56436382,164.8884348,2.553861372,0
Male,71.99317364,188.5649778,2.619206353,0
Male,73.07565651,203.8092633,2.789017206,0
Male,66.03495575,160.1937638,2.425893408,0
Male,70.80320122,191.9477997,2.711004537,0
Male,65.20452194,177.0496586,2.715297242,0
Male,66.24281665,161.6803834,2.440723259,0
Male,65.99646426,183.4706797,2.780007714,0
Male,67.51676785,158.1133397,2.341838105,0
Male,66.30707054,162.5060369,2.45081008,0
Male,60.26910783,126.4556128,2.098182922,0
Male,68.69712366,171.14303,2.491269225,0
Male,66.73417092,181.4931577,2.719643552,0
Male,67.27329355,185.2850818,2.754214518,0
Male,66.56010463,164.9634337,2.478413076,0
Male,67.51636961,173.5200527,2.570044179,0
Male,69.14877531,182.7535702,2.642903932,0
Male,69.41611942,194.3347513,2.799562305,0
Male,71.61647581,208.3393116,2.909097512,1
Male,70.31094431,196.7497878,2.798281117,0
Male,68.39519172,197.7879404,2.891839842,1
Male,67.77763687,191.4982206,2.825389456,1
Male,70.48905264,174.0426095,2.469072899,0
Male,74.7069641,215.2255088,2.880929661,1
Male,67.11570303,187.0738839,2.787334043,0
Male,67.6194866,194.5188195,2.876668091,1
Male,69.07131434,193.4346648,2.8005065,1
Male,69.45866255,187.9108757,2.705362712,0
Male,65.51954144,178.2894592,2.721164636,0
Male,71.46296084,174.3473587,2.439688429,0
Male,67.42424017,176.4850905,2.617531766,0
Male,72.44884667,213.3595304,2.944967935,1
Male,72.08810651,192.8205005,2.674789363,0
Male,71.33131266,194.4010794,2.725325977,0
Male,69.27970323,173.2730115,2.501064575,0
Male,70.76876216,188.7110357,2.66658664,0
Male,65.40914689,143.4180133,2.192629321,0
Male,62.78899152,137.3241783,2.187074119,0
Male,68.27884184,183.4290565,2.686469945,0
Male,66.10890245,182.8753489,2.766274165,0
Male,69.05063819,191.5222749,2.773649598,0
Male,71.21207602,198.0455483,2.781066912,0
Male,67.59396229,173.8308701,2.571692266,0
Male,65.40907059,167.6290788,2.562780319,0
Male,71.27332641,209.1129982,2.933958729,1
Male,72.43261756,204.564479,2.824203873,1
Male,70.85779432,199.9663875,2.822080328,1
Male,70.17147875,192.3478359,2.741111336,0
Male,72.12278473,200.9071461,2.785626579,0
Male,70.04141692,201.5464245,2.877532085,1
Male,70.24665423,187.6556988,2.671382727,0
Male,69.44075394,184.4360029,2.656019591,0
Male,68.44834863,191.8245966,2.802472235,1
Male,72.68851411,194.2417376,2.672248015,0
Male,70.17117561,207.7765473,2.960995672,1
Male,73.43395339,218.6921,2.978078803,1
Male,69.89562407,200.1203609,2.863131471,1
Male,73.18107491,223.3975723,3.052668639,1
Male,68.41127477,184.1486543,2.691788085,0
Male,70.11697013,209.9759929,2.994652971,1
Male,68.5801273,196.419012,2.864080598,1
Male,64.57507562,160.165791,2.480303576,0
Male,64.91152102,159.1951056,2.452493842,0
Male,69.65496531,189.6098581,2.722129818,0
Male,69.58244383,199.2678611,2.863766349,1
Male,70.03506834,181.3247792,2.589056932,0
Male,67.17471476,178.6749378,2.659854061,0
Male,70.66233952,189.1397057,2.67666917,0
Male,68.00008113,181.146042,2.663909203,0
Male,69.13003825,179.0063335,2.589414645,0
Male,68.05002578,173.1962657,2.545131522,0
Male,66.7379274,193.7262785,2.902791351,1
Male,70.4417673,194.9017702,2.766849522,0
Male,69.39964952,189.9399079,2.736900103,0
Male,69.94763631,188.3149697,2.692227781,0
Male,68.74245754,188.7570372,2.745858149,0
Male,65.21912499,155.1375509,2.378712547,0
Male,67.50490126,171.9750392,2.547593374,0
Male,64.84516155,154.4411225,2.381690766,0
Male,69.10689826,191.1488079,2.765987372,0
Male,68.9574386,182.1925128,2.642100932,0
Male,65.55142428,175.8986269,2.683368497,0
Male,65.75248564,167.6670583,2.549972928,0
Male,67.56494159,156.1813399,2.311573668,0
Male,64.82807152,146.9545159,2.266834604,0
Male,66.18187867,156.4908907,2.364558001,0
Male,71.17286856,193.7200436,2.721824306,0
Male,70.48223089,215.4875718,3.057331885,1
Male,67.97905689,179.4158106,2.639280667,0
Male,72.30926487,203.2450302,2.810774394,1
Male,74.81405247,232.2093773,3.103820334,1
Male,74.01689711,207.7107569,2.80626134,1
Male,70.23648981,184.2776278,2.623673652,0
Male,68.52851255,172.5150389,2.517419866,0
Male,65.38609473,156.8657432,2.399068852,0
Male,67.29040435,185.857731,2.762024285,0
Male,65.89268577,175.2580721,2.659750018,0
Male,74.11788216,217.3541372,2.932546518,1
Male,68.48707761,193.726609,2.8286593,1
Male,71.45648743,179.4431862,2.511223161,0
Male,69.24444557,175.2328348,2.530641027,0
Male,65.49350879,170.810301,2.608049318,0
Male,66.81625534,176.830677,2.646521809,0
Male,71.79871867,205.8992639,2.867728947,1
Male,68.07462328,171.6955097,2.522166138,0
Male,70.21235163,185.7127596,2.645015517,0
Male,76.84267883,211.7241665,2.755293929,0
Male,63.72472687,165.9794173,2.604631285,0
Male,63.22282474,172.0248141,2.720928949,0
Male,67.17137404,158.3687632,2.357682352,0
Male,68.94972,181.7832593,2.636461168,0
Male,70.4157304,216.2149063,3.070548371,1
Male,70.09857714,176.67115,2.520324337,0
Male,68.22485977,186.1972499,2.729170137,0
Male,65.07178455,174.7051113,2.684805903,0
Male,64.6264021,135.8944622,2.102770041,0
Male,68.37453089,190.9202428,2.792271338,0
Male,65.75939892,164.0864114,2.495254125,0
Male,71.94848639,208.2044353,2.893798684,1
Male,66.70567332,173.9578558,2.60784199,0
Male,68.27902252,184.8139092,2.706745094,0
Male,72.97521006,218.5728016,2.99516509,1
Male,68.13127094,175.0176496,2.568829954,0
Male,68.60241271,186.965591,2.725350081,0
Male,65.52163299,159.936436,2.440971458,0
Male,71.42909695,205.7036291,2.87982962,1
Male,74.14110828,219.0517283,2.9545246,1
Male,65.59991303,165.2295227,2.518746064,0
Male,73.03580691,196.6550119,2.692583545,0
Male,71.05995586,189.3246707,2.664294797,0
Male,65.66112437,169.9587892,2.588423376,0
Male,69.56923538,182.8665632,2.628555024,0
Male,75.25945676,227.4371382,3.022040657,1
Male,71.91091158,204.0317413,2.837284869,1
Male,73.5416087,214.3432907,2.914585287,1
Male,65.38962908,178.4379493,2.728841741,0
Male,67.89477655,178.177298,2.624315258,0
Male,67.91967138,179.2458831,2.639086431,0
Male,66.65876334,183.1715278,2.747898681,0
Male,73.18176748,208.8391625,2.853704819,1
Male,70.12788739,192.0811314,2.739012089,0
Male,72.73178767,213.6839434,2.937971831,1
Male,68.96722477,175.5521238,2.545442772,0
Male,69.47507618,183.1248016,2.635834484,0
Male,62.18292852,152.7918283,2.45713465,0
Male,68.04853075,182.7558152,2.685668789,0
Male,65.59430176,171.224027,2.610349106,0
Male,70.33021348,185.5887401,2.638819519,0
Male,72.50441019,204.6271564,2.822271857,1
Male,71.15471676,190.8609752,2.682337642,0
Male,68.005429,194.7541892,2.863803554,1
Male,72.97945059,202.1767836,2.770324824,0
Male,67.71839337,182.3613965,2.692937434,0
Male,68.52223104,188.0533331,2.744413459,0
Male,66.35133111,171.6851696,2.587516584,0
Male,68.18009307,172.962111,2.536841814,0
Male,71.87871688,211.0412112,2.936073714,1
Male,71.7655592,200.8009211,2.798012352,0
Male,71.15352385,210.0484067,2.952045033,1
Male,66.0943193,175.6487627,2.657547041,0
Male,70.81587986,186.5978956,2.634972495,0
Male,71.3018407,206.1647183,2.89143613,1
Male,69.80629069,186.6735164,2.674164672,0
Male,65.52238918,175.5713129,2.679562132,0
Male,68.55835352,191.0889397,2.78724517,0
Male,72.26741402,211.4644879,2.926138852,1
Male,63.58056583,142.1747596,2.236135488,0
Male,71.04475607,205.8433383,2.897375537,1
Male,65.67839007,163.1420518,2.483953271,0
Male,65.20734666,151.8756691,2.329118985,0
Male,64.83819361,142.7258712,2.2012623,0
Male,69.96481063,186.4515428,2.664933145,0
Male,67.37851835,170.0013479,2.523079344,0
Male,63.230812,164.5022351,2.601615096,0
Male,70.3753442,180.2983567,2.561953462,0
Male,71.60855972,193.0701422,2.696188038,0
Male,67.08755188,176.4172388,2.629656827,0
Male,63.9735571,160.0635017,2.502025977,0
Male,67.57547281,180.4195303,2.669896677,0
Male,65.19286221,185.3482108,2.843075216,1
Male,71.78199597,205.1692351,2.858226945,1
Male,72.10029956,206.2240269,2.860238143,1
Male,72.37219364,210.187294,2.904254845,1
Male,73.09928377,215.7091144,2.950905991,1
Male,69.91053458,181.5911787,2.597479476,0
Male,64.56082848,161.8897691,2.507554084,0
Male,70.34610444,197.6833194,2.810153042,1
Male,68.53897839,179.5714664,2.619990415,0
Male,67.78938051,186.1190374,2.74554858,0
Male,72.6291227,192.3289666,2.648097065,0
Male,67.19651912,179.2091948,2.666941638,0
Male,75.94686644,237.5676083,3.128076502,1
Male,63.95622575,152.6458481,2.38672383,0
Male,69.01265725,196.3225311,2.844732241,1
Male,64.96634668,172.5249689,2.655605213,0
Male,72.05532404,202.3346955,2.808046431,1
Male,66.97666791,193.8237781,2.893899983,1
Male,70.28008648,186.9222837,2.659676347,0
Male,67.19317134,179.7227431,2.674717378,0
Male,65.90308782,167.6166926,2.543381474,0
Male,73.69685922,232.7186777,3.157782844,1
Male,67.97467956,171.7254568,2.526315063,0
Male,65.62990179,179.995124,2.742577988,0
Male,65.82395075,163.5857985,2.485201764,0
Male,71.71587,190.9943108,2.663208447,0
Male,73.50426823,205.4730911,2.795389928,0
Male,64.03231884,147.3712842,2.301514093,0
Male,68.27990776,199.6028399,2.923302718,1
Male,74.33873882,220.3834481,2.964584166,1
Male,69.81151958,206.2855806,2.954893145,1
Male,71.41794564,209.2265666,2.929607744,1
Male,73.29150846,228.5587852,3.118489303,1
Male,72.08703157,205.3890558,2.849181765,1
Male,63.91454108,167.8423915,2.626043912,0
Male,72.24732475,193.5116952,2.678461741,0
Male,70.59702452,188.4506741,2.669385508,0
Male,70.86561611,214.9813939,3.033648837,1
Male,71.95838771,198.4041765,2.757207086,0
Male,68.15370179,178.1658017,2.614176442,0
Male,68.9295424,189.5834255,2.750394373,0
Male,66.29919303,180.2012661,2.718000896,0
Male,65.27353936,149.9346064,2.29701971,0
Male,68.4840293,180.8962866,2.64143755,0
Male,65.64153589,170.1006473,2.591356905,0
Male,68.86875033,178.8188277,2.596516226,0
Male,68.45942981,181.3633972,2.64920987,0
Male,69.32130537,194.3300031,2.803322905,1
Male,70.46431845,203.2584802,2.884558946,1
Male,72.66524188,219.0951656,3.015130204,1
Male,69.33966738,181.904824,2.623387606,0
Male,68.5689594,185.9758251,2.712245114,0
Male,71.61782407,201.679352,2.8160497,1
Male,68.9039419,175.4450634,2.546226798,0
Male,72.6645041,188.3951823,2.59267141,0
Male,71.38031123,217.3684879,3.045216309,1
Male,70.28116225,211.5794961,3.010472356,1
Male,70.71040603,197.0608841,2.786872472,0
Male,68.52125026,186.7188019,2.724976575,0
Male,61.74065772,140.0099786,2.267711161,0
Male,68.77246399,187.5508307,2.727120999,0
Male,73.56863634,205.35946,2.791399573,0
Male,66.5597304,179.2165702,2.69256755,0
Male,70.30977776,208.4964966,2.965398317,1
Male,72.56422057,211.7664268,2.918331171,1
Male,73.68980797,228.4488269,3.100141433,1
Male,68.14164184,170.7999514,2.506542942,0
Male,68.45706108,186.2085658,2.720078292,0
Male,73.83892928,229.3395116,3.105943083,1
Male,66.66789351,176.8826374,2.653190736,0
Male,74.40065811,240.9422666,3.238442679,1
Male,67.76651316,172.6695664,2.548007244,0
Male,64.06949227,155.3447978,2.424629762,0
Male,66.63511494,170.3722156,2.556793302,0
Male,69.3803027,194.7495235,2.806985786,1
Male,70.00198015,190.0880629,2.715466941,0
Male,74.59473633,227.116582,3.044673031,1
Male,68.46138309,175.6246198,2.565309257,0
Male,69.58169997,187.0287475,2.687901381,0
Male,67.04770187,183.0630581,2.730340533,0
Male,71.22342339,194.9414068,2.737040674,0
Male,67.0735038,167.2849042,2.49405346,0
Male,73.11969322,208.5784763,2.852562246,1
Male,66.46344464,169.9651516,2.557272686,0
Male,67.78633303,164.336269,2.424327467,0
Male,70.34949975,195.9714769,2.785684015,0
Male,71.1257544,205.6360496,2.891161596,1
Male,72.29758383,212.058247,2.933130483,1
Male,68.95533491,193.8284447,2.810927464,1
Male,67.14350957,165.1439238,2.459566455,0
Male,69.9667996,189.8386177,2.713267133,0
Male,68.57268425,189.1265817,2.758045478,0
Male,68.09296485,169.936601,2.495655776,0
Male,75.88543313,224.133192,2.953573338,1
Male,71.99164339,211.0191128,2.931161214,1
Male,68.45675437,185.5340211,2.710236891,0
Male,72.46702493,208.2945887,2.87433614,1
Male,67.73714618,166.3523353,2.455850957,0
Male,70.03482109,174.3248392,2.489116649,0
Male,72.19290998,216.1964831,2.994705202,1
Male,69.59294259,187.8630711,2.69945578,0
Male,71.05091844,200.7345781,2.82522144,1
Male,70.80955947,181.5636902,2.564112693,0
Male,68.06191397,189.3688237,2.782302358,0
Male,73.39098706,203.5134146,2.773002828,0
Male,75.34158414,218.5330155,2.900563056,1
Male,72.25270472,205.234403,2.840508238,1
Male,66.17587032,176.4793431,2.666823152,0
Male,61.67848102,156.4454748,2.536467699,0
Male,71.89221787,199.8296986,2.77957343,0
Male,62.4768027,148.9142878,2.383513262,0
Male,67.96640648,186.6065519,2.745570371,0
Male,69.69340801,201.481472,2.890968855,1
Male,62.94868151,150.6709379,2.393551927,0
Male,71.35947191,197.4726556,2.76729424,0
Male,67.3323783,187.7085661,2.787790523,0
Male,67.77967032,192.1997882,2.8356554,1
Male,69.16140409,175.2969694,2.534606862,0
Male,68.8632082,201.7955042,2.930381977,1
Male,67.07585192,203.4936873,3.033784611,1
Male,67.30338623,187.3466372,2.783613838,0
Male,67.52463932,174.3997304,2.582756933,0
Male,68.56837467,179.7959681,2.622141315,0
Male,71.56651734,198.0267851,2.767031183,0
Male,73.22911602,210.5459695,2.875167433,1
Male,69.43986047,169.4965109,2.440910879,0
Male,71.62309757,220.3371555,3.076342171,1
Male,65.76851763,171.4052256,2.606189585,0
Male,72.74454456,208.3815392,2.864565865,1
Male,67.23126085,178.0730551,2.648664517,0
Male,70.87782625,192.3495218,2.713818016,0
Male,69.96281114,189.0227457,2.701760301,0
Male,65.87234985,178.2166779,2.705485357,0
Male,70.85919069,184.4932506,2.603660143,0
Male,71.59492645,197.8870628,2.763981647,0
Male,70.05099011,184.8335198,2.63855685,0
Male,67.50006718,175.8798044,2.605624139,0
Male,65.14868762,140.5127924,2.156801581,0
Male,69.02297414,187.5686902,2.717482006,0
Male,70.82191668,184.4476667,2.604386825,0
Male,70.85934683,190.7991898,2.692646748,0
Male,68.05445,177.0319067,2.601327417,0
Male,69.83697663,186.2839251,2.667411077,0
Male,63.49209925,160.490301,2.527720817,0
Male,66.63140176,164.0591567,2.462189785,0
Male,70.88466566,191.8880429,2.707045891,0
Male,67.35659794,181.3729706,2.692727604,0
Male,70.44071308,225.7975247,3.205497429,1
Male,69.42761166,196.2496978,2.826680814,1
Male,68.84511687,187.0278285,2.716646249,0
Male,71.32989784,196.6198197,2.756485369,0
Male,75.28284701,219.1132095,2.910532986,1
Male,68.31418833,174.2434883,2.550619316,0
Male,66.77872373,158.7158702,2.37674309,0
Male,70.56945509,185.9639951,2.635191031,0
Male,66.99116742,159.7616564,2.384816724,0
Male,67.60806653,178.8862048,2.645929901,0
Male,72.77820977,201.1850848,2.764358802,0
Male,72.35824904,175.1655077,2.420809099,0
Male,70.6399789,189.80977,2.687002077,0
Male,68.56217931,190.3654723,2.77653765,0
Male,68.13842635,192.570363,2.826163934,1
Male,63.39315884,136.6726435,2.155952567,0
Male,63.67128785,161.5786407,2.537700212,0
Male,69.57803008,195.322675,2.807246408,1
Male,69.10198331,194.581051,2.815853347,1
Male,70.96336883,178.5511913,2.516103649,0
Male,70.35969056,196.1380275,2.787647671,0
Male,69.24464038,179.3664566,2.590329817,0
Male,68.93206938,187.6266091,2.721905941,0
Male,72.42276135,204.7061013,2.82654372,1
Male,68.43411936,194.6070531,2.843713851,1
Male,71.59583216,196.6725565,2.746983317,0
Male,72.9702825,200.5107262,2.747840892,0
Male,68.72182448,186.4254196,2.712754223,0
Male,70.59742018,200.3725775,2.838242205,1
Male,70.54400785,209.7067299,2.972707906,1
Male,61.13647544,125.8270219,2.058133398,0
Male,70.8193038,204.5806985,2.888770259,1
Male,67.83798573,192.3687772,2.83570886,1
Male,72.35477176,224.6036548,3.104199618,1
Male,70.08775314,198.7021759,2.835048449,1
Male,65.51390658,162.7298484,2.4838978,0
Male,69.36822131,187.3334814,2.700566309,0
Male,70.43473903,188.7584321,2.679905324,0
Male,69.16318774,200.6062376,2.900477033,1
Male,69.08244535,194.2800659,2.812292832,1
Male,65.62500563,188.3185876,2.869616327,1
Male,70.25426107,176.0486441,2.505878525,0
Male,74.26187679,218.5083389,2.942402594,1
Male,73.42797007,223.1906998,3.039586952,1
Male,68.95308194,180.4822588,2.617464713,0
Male,69.30950273,191.4150254,2.761742875,0
Male,71.96959796,210.4940033,2.924762806,1
Male,69.26367868,196.3757818,2.835191338,1
Male,69.32222398,206.0778851,2.972753516,1
Male,64.57101734,167.4441401,2.593177978,0
Male,69.60588259,187.5319002,2.69419614,0
Male,71.97789626,203.0764788,2.821372802,1
Male,71.38257685,205.5457947,2.879495302,1
Male,68.91425443,186.7145678,2.709375141,0
Male,70.64713915,207.5564082,2.93793083,1
Male,71.59068401,201.6114938,2.816169402,1
Male,71.86062465,202.9068593,2.823616692,1
Male,64.14969589,153.8813772,2.398785764,0
Male,68.08254615,162.5104693,2.386962276,0
Male,71.18791145,192.9692761,2.710702873,0
Male,68.26001881,186.3045996,2.729337068,0
Male,68.15546647,179.2535701,2.630068861,0
Male,66.27025725,159.0089916,2.399402058,0
Male,64.76225938,177.2248263,2.736544834,0
Male,64.59445871,161.6361003,2.502321462,0
Male,67.40595053,158.7536285,2.35518715,0
Male,72.11775736,184.6835273,2.560860654,0
Male,68.14398254,167.2945421,2.455015629,0
Male,69.55204142,186.9023127,2.687229718,0
Male,71.80366854,196.2062567,2.732538053,0
Male,68.07178728,172.7062583,2.537119491,0
Male,68.50305566,205.8912338,3.005577369,1
Male,69.24164203,192.100036,2.774342583,0
Male,62.80721218,139.3105709,2.218066463,0
Male,63.78640194,169.0727355,2.650607816,0
Male,71.4586641,189.1761747,2.647351123,0
Male,70.35852191,201.6018122,2.865350305,1
Male,70.43922148,194.0961313,2.755512159,0
Male,68.38438688,168.1535612,2.458946681,0
Male,70.94947253,185.97165,2.621184392,0
Male,71.10557757,206.4936129,2.904042411,1
Male,70.13526573,186.1084084,2.653563888,0
Male,60.9357397,140.1517157,2.299992031,0
Male,71.7023898,199.9461546,2.788556353,0
Male,71.15953593,197.2586623,2.772062236,0
Male,71.12708285,207.5751785,2.918370475,1
Male,70.45158502,182.8562129,2.595487565,0
Male,72.36335432,216.0565032,2.985717083,1
Male,67.90676328,167.7261923,2.469948267,0
Male,67.72493598,180.0518562,2.658575509,0
Male,71.77420598,190.408985,2.65288877,0
Male,72.79672984,196.5041361,2.699353893,0
Male,70.4036733,188.5944082,2.678758072,0
Male,73.14317771,217.2382251,2.970040842,1
Male,70.4389286,197.1775885,2.799270125,0
Male,68.52204945,176.7073551,2.578839315,0
Male,62.4947331,144.4617234,2.311582372,0
Male,69.32588186,218.906557,3.157645473,1
Male,71.91830192,203.846582,2.834418731,1
Male,72.06318034,205.9416398,2.857792827,1
Male,72.70722408,204.3651038,2.810795026,1
Male,67.89481224,178.3272355,2.626522258,0
Male,69.89315067,200.1206742,2.863237274,1
Male,68.31918688,173.7771864,2.543607357,0
Male,71.70421757,202.9951328,2.831006873,1
Male,65.54030251,145.9135449,2.226317842,0
Male,64.82150387,166.1296141,2.562878122,0
Male,68.69037325,200.3073145,2.916090057,1
Male,75.42716052,222.1839669,2.945675873,1
Male,70.59372691,217.6441493,3.083052261,1
Male,71.00674868,195.2304029,2.749462643,0
Male,67.36349029,178.1738332,2.644961424,0
Male,67.16702152,186.354916,2.77450022,0
Male,72.58802109,204.3431869,2.815108937,1
Male,67.71981426,171.7319275,2.535918467,0
Male,71.77374399,200.1298194,2.788343039,0
Male,60.93623604,152.3493799,2.500144245,0
Male,68.27549144,181.4544623,2.657680794,0
Male,68.65021796,176.0300672,2.564158898,0
Male,67.83760801,185.7338021,2.737917912,0
Male,72.39194804,206.6727082,2.854912926,1
Male,69.35749107,187.40143,2.701963798,0
Male,69.50818174,200.2424787,2.880847602,1
Male,66.97028641,180.6366889,2.697266184,0
Male,68.05883702,187.7790754,2.759069705,0
Male,73.84752958,205.4793679,2.78248127,0
Male,70.42847374,199.1441775,2.827608877,1
Male,68.3606064,187.9232913,2.74899977,0
Male,75.15687858,250.3171507,3.330595354,1
Male,66.11876309,184.1305417,2.784845528,0
Male,67.77378647,187.1636686,2.761593801,0
Male,60.26719012,132.9481789,2.205979383,0
Male,70.7796703,193.7599323,2.737508263,0
Male,65.11934931,165.8390452,2.546693831,0
Male,66.21466375,180.5753341,2.727120004,0
Male,69.0173776,191.8136736,2.779208372,0
Male,67.14452992,185.7878654,2.766984378,0
Male,69.47615015,209.1775806,3.010782551,1
Male,69.74159588,183.6769019,2.633677931,0
Male,68.30453594,203.2306515,2.975360988,1
Male,71.05255895,191.0077617,2.688260134,0
Male,67.96293514,190.9647655,2.809836937,1
Male,65.77565831,170.2199475,2.587886641,0
Male,70.54598058,195.1792696,2.766695821,0
Male,68.85485671,196.7192842,2.857013922,1
Male,67.61638297,165.9559529,2.454374896,0
Male,63.76404949,157.5119383,2.470231103,0
Male,69.71713796,201.4713307,2.889839379,1
Male,69.55905319,188.2412257,2.706207417,0
Male,70.00897326,184.0617957,2.6291172,0
Male,68.1110971,163.700812,2.403438191,0
Male,72.09346812,207.1301089,2.87307733,1
Male,73.07534485,211.1148097,2.889001894,1
Male,73.9036702,206.6412168,2.796088695,0
Male,67.00355583,171.5365546,2.560111213,0
Male,65.73888272,166.6227324,2.534614607,0
Male,63.86155376,157.4131471,2.464912578,0
Male,67.78265811,189.9096712,2.801744229,1
Male,68.03290834,182.74196,2.686081845,0
Male,66.52826617,164.7249349,2.476014248,0
Male,69.35797636,200.9419157,2.897170971,1
Male,65.87693778,174.3012473,2.645861407,0
Male,68.35987406,194.466166,2.844741432,1
Male,75.53722116,212.0087426,2.806679136,1
Male,67.80204383,187.2898022,2.762303193,0
Male,67.86431223,175.6027079,2.587555994,0
Male,66.49982259,162.6243273,2.445485131,0
Male,64.95081171,162.9002409,2.508055505,0
Male,69.35342667,180.5205798,2.602907866,0
Male,67.94278509,185.0096096,2.723020691,0
Male,67.44865627,170.5057487,2.52793396,0
Male,69.63973762,190.251042,2.731932206,0
Male,72.44521272,209.3234214,2.889403088,1
Male,67.45989887,182.6293478,2.707228307,0
Male,69.94810278,196.4737536,2.80885036,1
Male,71.67929496,215.8751493,3.0116807,1
Male,64.98809012,169.4096452,2.606779871,0
Male,60.21701856,146.9566461,2.440450385,0
Male,71.41433682,192.5735455,2.696567022,0
Male,68.9146226,202.7377144,2.941867876,1
Male,73.60910652,211.4604798,2.8727489,1
Male,68.6895151,180.932596,2.634064248,0
Male,74.31989027,210.0417032,2.826184248,1
Male,67.35201875,174.6299947,2.592795256,0
Male,68.36285847,189.2039245,2.76764209,0
Male,69.68364342,188.1521677,2.700090846,0
Male,68.84301209,153.4680504,2.229246596,0
Male,66.55028818,179.0972488,2.691156623,0
Male,68.99207862,186.0256649,2.696333675,0
Male,67.3185455,178.0783604,2.645309091,0
Male,64.96117997,164.2954408,2.529132643,0
Male,71.36359491,212.5948655,2.979038062,1
Male,68.74838823,174.654961,2.540495355,0
Male,69.91509254,196.4295427,2.8095442,1
Male,73.97251066,216.8597562,2.931626279,1
Male,69.06808803,183.5816586,2.657980897,0
Male,68.74698552,195.1162435,2.838178897,1
Male,67.97172099,166.31193,2.446781213,0
Male,65.80601499,178.9724812,2.719697906,0
Male,64.57971744,156.9173142,2.429823486,0
Male,70.46230271,191.9207273,2.723736238,0
Male,71.33055367,198.4232792,2.781743152,0
Male,70.96852756,183.1967135,2.58137966,0
Male,65.23963503,158.6197611,2.431340412,0
Male,69.50122288,186.5955147,2.68478031,0
Male,70.19241426,198.1411753,2.822828897,1
Male,68.4994407,184.6606371,2.695797735,0
Male,69.19182443,166.2532759,2.402787862,0
Male,70.56336105,189.7029699,2.688406094,0
Male,69.4264827,199.3398571,2.871236585,1
Male,69.77787507,191.4978986,2.744392809,0
Male,67.47116994,181.5529917,2.690823234,0
Male,64.43456675,166.6695699,2.586648414,0
Male,66.90026045,192.0156786,2.870178342,1
Male,70.15002037,200.1477049,2.853138229,1
Male,66.68703847,170.7122297,2.559901198,0
Male,61.61112054,136.668509,2.218244171,0
Male,68.16331517,194.1779795,2.848716777,1
Male,69.219568,218.3144513,3.153941257,1
Male,70.06592968,195.8570133,2.795324549,0
Male,69.88345085,181.674739,2.599681853,0
Male,69.03382367,180.8044498,2.619070481,0
Male,70.71743938,205.5496716,2.906633405,1
Male,69.08270299,183.4055261,2.654868993,0
Male,68.41336612,184.0102671,2.68968299,0
Male,70.10224621,191.9956928,2.738795162,0
Male,72.19723016,193.7909946,2.684188773,0
Male,71.63697357,200.7132709,2.801811145,1
Male,68.64741231,178.4039696,2.598844786,0
Male,66.37841132,163.7837028,2.467424265,0
Male,69.07217688,207.0181045,2.997127264,1
Male,68.85868023,185.5401186,2.694505878,0
Male,72.2895961,213.8966895,2.958886217,1
